0	13185
0	3548
1	20656
1	21886
10	10601
10	11597
10	34761
100	21342
100	22577
100	25381
100	25753
1000	22352
1000	37465
1000	6676
10000	14457
10000	32032
10001	17968
10001	32430
10002	10013
10002	10184
10002	40479
10003	17850
10003	23408
10003	25494
10003	34528
10004	11222
10004	23830
10004	26119
10004	42172
10005	14930
10005	590
10005	9863
10006	1036
10006	15946
10006	32395
10007	14930
10007	17691
10008	28956
10008	36737
10008	38008
10009	33930
10009	3410
1001	19448
1001	25462
1001	6465
10010	20509
10010	25651
10010	41371
10010	8554
10011	17191
10011	19536
10011	40480
10011	5296
10012	15887
10012	2503
10012	290
10012	31478
10013	12698
10013	41510
10013	7889
10014	15748
10014	16037
10014	37169
10015	28530
10015	30934
10015	40750
10015	41759
10016	24062
10016	5661
10016	7458
10016	9457
10017	12405
10017	14682
10017	3782
10017	5387
10018	16717
10018	24620
10018	3250
10018	9084
10019	1939
10019	22953
10019	37077
10019	7128
1002	14866
1002	28344
1002	34721
10020	29132
10020	4343
10021	11012
10021	18239
10021	24288
10021	27742
10022	20891
10022	39672
10023	11291
10023	1754
10023	21457
10023	32028
10024	17675
10024	18423
10025	26059
10025	4089
10026	12140
10026	17053
10026	21186
10026	22337
10027	13578
10027	24394
10027	39139
10027	898
10028	24363
10028	24536
10028	3066
10029	2200
10029	23489
10029	26970
10029	7347
1003	10608
1003	118
1003	29482
1003	9533
10030	20830
10030	29206
10030	7837
10031	22183
10031	22969
10032	14098
10032	1523
10032	27660
10033	25270
10033	36849
10034	2054
10034	36584
10034	874
10035	13092
10035	34128
10035	7194
10036	18547
10036	20998
10037	16929
10037	23032
10038	6639
10038	9011
10039	24119
10039	31186
1004	19500
1004	38791
10040	28032
10040	910
10041	15729
10041	37426
10042	15197
10042	26110
10043	29787
10043	3963
10044	14033
10044	26744
10044	34036
10044	798
10045	11475
10045	28153
10046	25872
10046	37530
10047	24856
10047	3024
10047	30785
10048	11081
10048	21745
10048	41425
10049	21832
10049	36275
10049	6821
1005	21012
1005	2436
1005	3857
10050	24899
10050	31651
10050	41548
10051	12562
10051	19450
10051	26843
10052	18510
10052	36517
10052	4417
10053	19497
10053	38155
10054	7250
10054	9881
10055	11990
10055	2026
10056	23087
10056	29942
10056	33613
10057	31095
10057	3437
10057	38348
10058	26102
10058	27075
10058	33341
10059	15535
10059	19792
1006	40953
1006	878
10060	20204
10060	20536
10061	15592
10061	40403
10061	41619
10062	12333
10062	20222
10062	35723
10063	24469
10063	39901
10063	9269
10063	9791
10064	27643
10064	33436
10065	10159
10065	24674
10065	4788
10066	26067
10066	32326
10067	19632
10067	19762
10067	27773
10067	34000
10068	14354
10068	14930
10068	31186
10068	39365
10069	1486
10069	31766
10069	8895
1007	23843
1007	5223
1007	6915
1007	7579
10070	16272
10070	24899
10070	40400
10070	4651
10071	17516
10071	7255
10072	19791
10072	3437
10072	35534
10073	19992
10073	2530
10074	14094
10074	2224
10074	923
10075	11723
10075	32943
10075	41820
10075	5486
10076	10268
10076	33032
10076	644
10077	10748
10077	21692
10077	22481
10077	36544
10078	28057
10078	39235
10079	13755
10079	20906
1008	24040
1008	27609
1008	33971
1008	38316
10080	30543
10080	34091
10080	36352
10080	37777
10081	22108
10081	24587
10081	36545
10082	14254
10082	27402
10082	29895
10082	34381
10083	17239
10083	28775
10083	35221
10083	8392
10084	10809
10084	1215
10084	18393
10084	29955
10085	27412
10085	275
10085	6251
10086	14413
10086	30474
10086	35534
10086	41730
10087	1871
10087	30460
10087	34064
10087	41882
