1187	3864
3341	2578
6473	2656
1495	3075
580	3718
6254	616
7884	1355
4163	1348
2001	1540
5177	4750
7734	2577
4411	1570
6016	1953
4810	4401
3308	3831
7335	4521
3521	878
4950	3329
7350	535
7357	1203
1772	1179
7243	2612
1825	3210
4767	3562
239	765
2988	2577
6605	169
682	1348
1026	1863
702	1769
841	2173
1700	2393
7494	3401
5921	1355
5536	2299
4339	4380
1200	981
2833	1445
4523	3281
6543	4097
2811	1540
5216	2956
3494	4401
4529	4590
2492	2438
6016	2342
1600	163
752	239
1702	2987
3772	3804
5717	384
7644	4383
5225	330
5829	4122
7256	3152
7301	2578
7737	3291
7134	2789
4781	4422
6067	4214
7928	1324
3759	2105
1361	3450
5700	3157
247	421
2052	4589
2296	4557
642	2946
3387	2067
7518	3787
3600	421
4411	647
702	2740
6558	930
7170	3866
8036	24
1362	2234
5614	765
4238	861
783	2173
5700	2230
3479	1203
5637	3246
7383	4068
5239	4362
5211	1291
6883	3546
2987	1594
6448	2484
7644	3197
758	1334
2234	3534
4645	3446
7449	1692
1556	2573
109	1166
3376	4289
5082	4206
2151	3667
3944	3866
3152	3241
5951	67
5357	2340
3269	840
7426	893
359	2773
7975	4467
3294	78
1624	2305
3745	4105
2498	1540
2362	1348
1200	1856
3507	522
974	2148
7477	1610
1418	4422
3959	67
7008	3453
2730	3291
882	4120
571	3049
2479	3164
5748	247
7843	2092
2210	1775
247	1671
1169	3667
4762	4523
4248	4491
7925	2092
499	350
3721	1179
1972	923
2808	2748
796	4272
1987	683
6864	208
6254	631
562	2577
824	898
2234	3871
7590	4557
967	2816
6133	4542
1468	4424
2068	3118
3624	1348
615	3669
7491	492
2811	3947
8032	417
7472	3866
7415	1917
4339	1954
1195	3338
5913	3667
7118	1348
7590	4250
1125	720
1037	1610
3179	4416
6814	4401
571	4213
30	671
6016	2079
372	1355
4762	1286
1482	1139
2545	139
1608	1154
2219	3693
3024	3196
3273	3164
1037	3866
6657	2298
2488	2328
2487	2402
4709	4661
7712	3450
1294	2598
3899	1121
1075	2822
4335	27
5987	3464
2545	3495
6889	24
3260	24
4863	4488
605	421
6776	314
5220	3534
5294	4095
5673	2521
372	223
542	523
7319	765
7851	1521
2121	1348
7474	3871
6055	336
4902	4213
7547	2998
7286	1029
1075	753
4844	3450
3607	399
6351	1935
6460	362
6501	893
4364	2148
4810	3740
702	2987
2795	1202
1257	546
6004	1578
809	2956
7905	2058
5465	307
3806	3396
1195	4043
2153	2763
7380	3329
1281	1139
5044	78
1160	1902
6300	4642
236	3534
3390	3781
7642	3450
6994	247
5392	4443
1648	2655
7172	815
7212	1954
1477	973
1922	3411
1700	2059
4612	2866
4520	4512
5781	4380
187	2987
2705	1502
4314	947
6473	4755
6422	1324
5339	782
4411	3197
681	1518
4877	4339
7503	1584
4600	27
3376	1196
5191	4333
1009	2031
0	3831
1988	2921
5593	1267
5545	3049
1992	4309
192	208
3390	1953
1692	3967
1851	1754
4020	78
4350	812
6929	4548
1863	28
5118	831
2860	3385
7578	542
1916	3628
505	4744
5211	2085
4950	1461
4874	4557
4298	2595
4777	1945
7248	1886
7882	4303
790	3009
372	4072
4592	591
4941	1064
4397	566
5026	3871
1948	1348
5717	4365
3742	1582
2748	3246
6362	3197
860	1194
1671	2677
238	3104
1571	436
3183	3866
4330	2311
1988	350
7926	1505
3691	941
6881	2816
3529	1650
7118	4366
767	4212
6100	248
4494	3385
6100	1777
1281	3811
4354	720
7520	994
5225	4548
7088	2219
7068	604
3887	3522
967	179
7243	2101
2563	3864
7317	4744
1218	2873
4020	3566
5792	3320
7118	375
1398	1610
2728	337
1195	1057
1448	1578
5147	788
6472	3904
2321	2023
5214	3308
7010	3109
3006	1390
7357	2307
321	3565
147	1540
1633	3450
1624	1283
273	4422
1608	1116
5294	2000
2558	3197
1195	4082
3772	774
6575	645
5214	2092
310	1499
5860	946
5339	3170
2422	2105
1768	2364
5870	3329
6814	4498
367	3189
7350	4266
1765	2850
3960	2612
7135	1348
1773	3014
2880	2920
7758	3309
6654	1186
4878	3291
1765	391
6278	2153
4020	2842
1218	4306
2116	2577
367	2305
6055	4273
145	2402
4950	1640
4672	861
4966	417
2646	893
2462	4485
7746	3714
7309	2313
5429	475
3445	1393
817	1575
3667	4756
1828	2203
4941	1843
6416	3285
562	1610
3521	1217
6016	2573
4463	3569
783	3787
6201	899
2666	2568
7260	1105
420	3999
7586	2578
6909	4459
7443	1373
6671	419
3437	893
6832	2618
478	3183
6051	404
7172	4171
4892	1353
3947	2131
453	1465
1571	3450
6543	132
4599	1759
7092	1646
5792	3690
5465	3140
2469	535
2270	1283
5465	1059
654	1135
2391	2842
7973	781
2520	1540
3935	4393
2159	3972
1390	1196
7068	1193
367	4345
136	3811
3935	2306
2383	1953
6845	1071
7275	421
157	803
1200	1544
6388	3585
4649	726
7807	3628
1400	893
2764	1295
3390	24
1075	371
5889	1077
5220	1954
1289	1879
5305	337
6825	1892
1293	3327
4939	3197
3957	888
744	1759
6016	1955
147	4548
5899	3735
7099	2679
5860	2675
1075	1085
824	3267
7914	3845
2708	3241
239	833
409	1902
1407	2577
1278	1366
1685	3755
1705	2092
6768	3864
501	3447
4411	223
2795	997
1655	4004
1169	3135
2705	475
5190	1420
4830	1324
5990	3142
3888	4004
1281	2275
528	1902
5159	1254
7243	522
1581	1954
1765	4104
5637	4720
4777	4356
7412	3567
5792	506
6464	3534
1517	3241
1294	1569
2383	3530
3807	3197
1544	1596
568	1902
7277	1506
1398	2092
