4252	6425
12637	8478
12445	17978
5165	22792
6964	7074
8936	1257
4075	7919
9011	14863
8235	7537
9416	795
15692	553
1389	11288
8439	13931
1188	6851
16808	1135
8297	6462
17664	1262
15112	16876
4652	14343
17558	4450
4845	10115
4959	1487
11225	7445
11820	10507
442	18676
13335	8564
11740	12444
13088	5001
9189	5644
12737	14350
12329	12037
512	17876
15594	8451
8142	11345
10042	1828
9793	13796
8608	16542
5885	13391
3719	6864
7240	10564
5467	16077
17085	7544
5155	21044
4085	11694
16410	6621
3362	16701
16642	5679
9081	719
11110	13462
12854	11972
11750	2207
1198	10084
9091	3650
13982	10449
8197	929
4301	507
652	16453
15527	17024
7584	1349
15065	7998
13593	14649
17150	20341
14981	5896
1132	390
8928	14896
6540	22528
7132	21215
17905	19823
13181	15685
14962	15077
13613	4839
11976	696
7475	10310
7116	5867
15314	10912
6676	3966
17290	22523
5528	2178
13588	22592
16178	20244
4500	20545
13665	13061
7389	8989
10476	11444
9529	11124
12882	1857
10952	20889
12042	14553
7886	5941
13047	20792
4229	8316
14141	4933
13261	11306
867	15799
11749	17090
5798	11952
11653	17101
10323	14590
11115	17259
17176	22192
4144	13074
7111	10344
12922	10507
9355	21052
17375	13545
6303	13636
15119	2083
4729	289
7950	21530
3217	13898
9767	4375
7842	5053
12814	16076
6848	21689
8385	21701
14004	991
10985	12109
3589	14917
15018	4474
10489	7179
1208	2090
4566	896
5850	17628
1879	10355
12519	7420
12883	4958
16592	17003
4997	7287
12459	15232
12865	17318
11855	7593
9666	20022
5199	13431
13677	15001
17880	15228
1985	18297
17286	3229
16775	8131
297	21290
17569	16502
8637	7143
14146	16799
1219	6492
16418	841
15396	1639
7035	18216
14871	19955
10389	13441
17146	15313
2412	18142
16100	17188
4801	8478
7769	10858
15293	6539
37	13303
2003	347
3481	4852
11410	19315
5397	16757
8728	2546
4308	4893
338	6049
17176	3007
16660	9738
7383	9753
12857	5189
15090	18703
1563	5881
8511	6011
2940	13818
11052	4757
2490	21666
992	14470
1444	941
17065	11476
4652	10288
3730	21273
14991	21146
1664	12825
7498	16783
9466	12863
11916	4134
5499	18741
12517	14188
4061	20497
4787	22631
7666	21273
16267	3063
13239	3788
8776	9865
4055	202
9085	2783
16174	18647
17717	17844
7626	7376
17470	9864
11062	1578
11868	4244
16479	13902
4173	22408
14102	11899
624	19480
11650	3389
6383	9864
295	3645
6133	5347
10073	11642
8537	9758
2503	1905
12637	3885
9548	4434
6410	6987
12155	11475
14771	6096
14025	14188
7092	8579
11138	6533
18046	3332
16415	3490
11146	11141
12882	16648
12637	8131
12637	372
3041	9335
4175	12722
11637	7840
752	14798
7412	17669
7931	19765
7939	3555
7550	1212
363	15345
7982	16922
17564	21056
7909	4463
15882	9501
17201	6532
1000	17637
5538	22075
8246	17966
3001	18517
11411	13283
14750	16437
8719	10296
9032	13764
3101	8964
1651	20872
1451	2998
11859	5557
6364	13624
7769	18883
3046	21762
17677	11408
12202	11374
8349	16652
5951	21303
7074	21411
7295	10918
18177	9877
15560	3048
2309	8408
17430	545
8972	12184
2677	20140
17126	5267
2650	11268
4075	11351
2674	13303
14486	17994
13570	9220
3042	16385
12595	10564
17175	7016
